Body_type,Kilometer_Driven,Transmission,Owner_No.,Original_equipment_manufacturer,Model,Model_year,Variant_name,Price,Insurance_validity,Fuel_type,Seats,Engine_displacement,Year_of_manufacture,Mileage,Max_power,Torque,Colour,Location,Features,Interior,Exterior
MUV,90000,Manual,2,Honda,Honda Mobilio,2015,V i-VTEC,0.5159098098177564,Third Party insurance,Petrol,7,1497,2015,17.3,117.3,145,Others,Hyderabad,9,3,28
MUV,136083,Manual,1,Honda,Honda Mobilio,2014,S i-DTEC,0.5159026044863553,Comprehensive,Diesel,7,1498,2014,24.2,98.6,200,Red,Hyderabad,9,3,26
Sedan,90000,Manual,2,Honda,Honda City,2007,GXi,0.5158377565037454,Third Party insurance,Petrol,5,1497,2007,17.7,78.0,12,Black,Hyderabad,9,3,27
SUV,100000,Manual,1,Maruti,Maruti Vitara Brezza,2019,ZDi Plus,0.5160178897887727,Third Party insurance,Diesel,5,1248,2019,24.3,88.5,200,Others,Hyderabad,9,3,28
Hatchback,39817,Manual,2,Maruti,Maruti Ignis,2018,1.2 Delta BSIV,0.5158968402212344,Zero Dep,Petrol,5,1197,2018,20.89,81.8,113,Silver,Hyderabad,9,3,22
Sedan,54063,Manual,1,Maruti,Maruti Ciaz,2017,1.3 Zeta,0.5159669721135384,Third Party,Diesel,5,1248,2017,28.09,88.5,200,Brown,Hyderabad,9,3,31
Hatchback,37000,Manual,1,Hyundai,Hyundai i20 N Line,2021,N6 iMT BSVI,0.5160166886600281,Comprehensive,Petrol,5,998,2021,20.0,118.41,172,Blue,Hyderabad,9,2,19
Hatchback,67372,Manual,1,Hyundai,Hyundai Grand i10,2013,Sportz,0.5158776260041648,Third Party insurance,Petrol,5,1197,2013,18.9,82.0,114,Orange,Hyderabad,9,3,26
Hatchback,76685,Manual,1,Maruti,Maruti Alto 800,2019,VXI BSIV,0.5158603332088022,Third Party,Petrol,5,796,2019,24.7,47.3,69,Silver,Hyderabad,9,3,27
Hatchback,115595,Manual,1,Maruti,Maruti Swift,2014,RS VDI,0.5158857920464194,Comprehensive,Diesel,5,1248,2014,22.9,74.0,190,White,Hyderabad,8,3,31
Hatchback,89956,Manual,2,Volkswagen,Volkswagen Polo,2019,1.0 MPI Comfortline,0.5159033250194953,Third Party,Petrol,5,999,2019,17.74,75.1,95,Black,Hyderabad,9,3,29
Sedan,120000,Manual,2,Maruti,Maruti Swift Dzire,2011,VDi,0.5158593724979487,Third Party insurance,Diesel,5,1248,2011,19.3,73.9,190,Others,Hyderabad,9,3,28
Hatchback,87189,Manual,1,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Sportz BSIV,0.5159026044863553,Third Party insurance,Petrol,5,1197,2019,18.9,81.86,0,Silver,Hyderabad,9,3,26
Hatchback,42662,Manual,1,Maruti,Maruti Swift,2019,VXI,0.5159285436793992,Comprehensive,Petrol,5,1197,2019,22.38,88.5,113,Red,Hyderabad,9,3,20
Hatchback,69000,Manual,1,Maruti,Maruti Swift,2014,VDI BSIV,0.5159038053749221,Third Party insurance,Diesel,5,1248,2014,25.2,74.0,190,White,Hyderabad,9,3,27
Hatchback,63002,Automatic,1,Hyundai,Hyundai Santro,2019,Sportz AMT BSIV,0.5159011631798973,Third Party insurance,Petrol,5,1086,2019,20.3,68.0,99,Silver,Hyderabad,9,2,24
Sedan,120000,Automatic,1,Volkswagen,Volkswagen Passat,2018,2.0 TDI AT Highline,0.5161860141881315,Third Party insurance,Diesel,5,1968,2018,17.42,175.0,350,White,Hyderabad,9,3,27
Sedan,108000,Manual,1,Hyundai,Hyundai Verna,2008,Xi (Petrol),0.5158473636122802,Third Party insurance,Petrol,5,1599,2008,13.9,103.2,14,Red,Hyderabad,9,3,28
MUV,110000,Manual,2,Mahindra,Mahindra Marazzo,2020,M2 BSVI,0.5160058809031042,Third Party insurance,Diesel,7,1497,2020,17.3,120.96,300,White,Hyderabad,8,3,17
Sedan,40022,Manual,2,Hyundai,Hyundai Verna,2018,VTVT 1.6 SX Option,0.5159938720174357,Not Available,Petrol,5,1591,2018,17.0,121.3,151,Orange,Hyderabad,9,3,26
Hatchback,81000,Manual,1,Maruti,Maruti Baleno,2019,Delta Diesel,0.5159578453604303,Third Party insurance,Diesel,5,1248,2019,27.39,74.0,190,magma gray,Hyderabad,9,3,27
Sedan,70000,Manual,1,Tata,Tata Manza,2011,Aura (ABS) Quadrajet BS IV,0.515849765389414,Third Party insurance,Diesel,5,1248,2011,21.12,88.8,200,Others,Hyderabad,9,3,24
SUV,46000,Manual,1,Mahindra,Mahindra TUV 300,2019,T6,0.5160130862345053,Third Party insurance,Diesel,7,1493,2019,18.49,100.0,240,Red,Hyderabad,9,3,24
Hatchback,45911,Automatic,1,Maruti,Maruti Swift,2018,ZXI AMT,0.5159398320319275,Third Party insurance,Petrol,5,1197,2018,22.56,88.5,113,Blue,Hyderabad,9,3,22
Sedan,87335,Manual,1,Honda,Honda City,2016,i VTEC SV,0.5159256615468387,Comprehensive,Petrol,5,1497,2016,17.8,117.3,145,Others,Hyderabad,9,3,28
SUV,15600,Manual,3,Maruti,Maruti Gypsy,2004,King ST BSIII,0.5159098098177564,Third Party insurance,Petrol,8,1298,2004,11.96,80.0,103,Green,Hyderabad,8,3,27
SUV,41108,Manual,2,Ford,Ford Ecosport,2018,1.5 Petrol Titanium BSIV,0.5159732167340859,Comprehensive,Petrol,5,1497,2018,17.0,121.31,150,Red,Hyderabad,9,3,27
Hatchback,35545,Manual,1,Maruti,Maruti Baleno,2019,1.2 Zeta,0.5159578453604303,Third Party insurance,Petrol,5,1197,2019,21.4,83.1,115,Blue,Hyderabad,9,3,29
Sedan,120000,Manual,1,Hyundai,Hyundai Xcent,2017,1.1 CRDi S,0.5158857920464194,Third Party insurance,Diesel,5,1120,2017,24.4,71.0,180,Others,Hyderabad,9,3,26
Hatchback,54631,Manual,1,Hyundai,Hyundai Grand i10,2016,Sportz,0.5158973205766612,Comprehensive,Petrol,5,1197,2016,18.9,82.0,114,Red,Hyderabad,9,3,26
Sedan,107000,Manual,1,Maruti,Maruti Ciaz,2015,VDi Plus,0.5159338275890933,Third Party insurance,Diesel,5,1248,2015,26.21,88.5,200,Maroon,Hyderabad,9,3,29
Hatchback,38471,Manual,2,Hyundai,Hyundai Grand i10,2019,1.2 Kappa Magna BSIV,0.5159042857303489,Third Party insurance,Petrol,5,1197,2019,18.9,81.86,0,Silver,Hyderabad,9,3,26
Hatchback,72393,Manual,2,Maruti,Maruti Wagon R,2015,VXI BS IV,0.5158567305431017,Comprehensive,Petrol,5,998,2015,20.51,67.04,90,Red,Hyderabad,9,3,27
Hatchback,58000,Manual,1,Ford,Ford Figo,2015,Petrol EXI,0.5158617742750824,Third Party insurance,Petrol,5,1196,2015,15.6,70.02,102,Grey,Hyderabad,9,3,22
Hatchback,20266,Manual,1,Hyundai,Hyundai Santro,2018,Sportz BSIV,0.515907648218336,Comprehensive,Petrol,5,1086,2018,20.3,68.0,99,Silver,Hyderabad,9,2,24
Hatchback,120000,Manual,3,Hyundai,Hyundai i20,2012,Magna 1.4 CRDi (Diesel),0.5158593724979487,Third Party insurance,Diesel,5,1396,2012,21.9,88.76,219,Others,Hyderabad,9,2,25
Hatchback,90000,Manual,2,Hyundai,Hyundai Santro Xing,2008,GLS,0.5158221449523764,Third Party insurance,Petrol,5,1086,2008,17.92,62.1,96,Others,Hyderabad,9,3,25
SUV,84910,Manual,1,Hyundai,Hyundai Creta,2017,1.6 CRDi SX Plus,0.5160479120029439,Third Party insurance,Diesel,5,1582,2017,19.67,126.2,259,Grey,Hyderabad,9,3,26
Sedan,70000,Manual,1,Honda,Honda City,2020,V MT,0.5160178897887727,Third Party insurance,Petrol,5,1497,2020,17.4,117.6,145,White,Hyderabad,9,3,23
Hatchback,120000,Manual,2,Mahindra,Mahindra KUV 100 NXT,2018,D75 K4 Plus 5Str,0.5158857920464194,Third Party insurance,Diesel,5,1198,2018,25.32,77.0,190,Others,Hyderabad,8,3,26
Sedan,120000,Manual,2,Hyundai,Hyundai Xcent,2016,1.1 CRDi S,0.5158845911578526,Third Party insurance,Diesel,5,1120,2016,24.4,71.0,180,Silver,Hyderabad,9,3,26
SUV,109000,Manual,1,Hyundai,Hyundai Creta,2018,1.6 CRDi SX Option,0.5160647244428798,Comprehensive,Diesel,5,1582,2018,19.67,126.2,259,White,Hyderabad,9,3,26
Hatchback,44000,Manual,1,Maruti,Maruti Celerio,2016,VXI Optional,0.5158833902692856,Third Party insurance,Petrol,5,998,2016,23.1,67.04,90,White,Hyderabad,8,3,29
Hatchback,44363,Manual,1,Maruti,Maruti Celerio X,2019,ZXI,0.515898521465228,Zero Dep,Petrol,5,998,2019,21.63,67.05,90,Silver,Hyderabad,9,3,24
Sedan,39461,Automatic,1,Maruti,Maruti Swift Dzire,2018,AMT VXI,0.5159463168301885,Comprehensive,Petrol,5,1197,2018,21.21,81.8,113,Silver,Hyderabad,9,3,26
Sedan,120000,Automatic,2,Mercedes-Benz,Mercedes-Benz E-Class,2012,E 220 CDI Avantgarde,0.5160599208886124,Third Party insurance,Diesel,5,2148,2012,10.0,170.0,400,Others,Hyderabad,9,3,30
Hatchback,59126,Manual,1,Maruti,Maruti Baleno,2018,1.2 Zeta,0.515943434697628,Comprehensive,Petrol,5,1197,2018,21.4,83.1,115,Blue,Hyderabad,9,3,29
Hatchback,65331,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Asta,0.5159026044863553,Third Party insurance,Petrol,5,1197,2018,18.9,81.86,0,Silver,Hyderabad,9,3,28
Hatchback,45000,Manual,1,Maruti,Maruti Baleno,2017,RS,0.5159455962970484,Third Party insurance,Petrol,5,998,2017,21.1,100.0,150,Red,Hyderabad,9,3,27
Hatchback,41378,Manual,2,Maruti,Maruti Swift,2013,VXI,0.5158824295584322,Third Party insurance,Petrol,5,1197,2013,22.38,88.5,113,Silver,Hyderabad,9,3,20
Sedan,120000,Manual,1,Tata,Tata Manza,2013,Club Class Quadrajet90 EX,0.5158377565037454,Third Party insurance,Diesel,5,1248,2013,21.02,88.76,200,Others,Hyderabad,9,3,26
Sedan,124781,Manual,1,Honda,Honda City,2014,i VTEC V,0.5158982810473369,Comprehensive,Petrol,5,1497,2014,17.4,117.3,145,Red,Hyderabad,9,3,30
Hatchback,63313,Manual,1,Maruti,Maruti Swift,2016,VXI,0.5159002024690439,Third Party insurance,Petrol,5,1197,2016,22.38,88.5,113,Silver,Hyderabad,9,3,20
Hatchback,62535,Manual,1,Maruti,Maruti Baleno,2016,Delta Diesel,0.515936229366227,Third Party insurance,Diesel,5,1248,2016,27.39,74.0,190,Silver,Hyderabad,9,3,27
Hatchback,89581,Manual,1,Maruti,Maruti Baleno,2017,1.2 Alpha,0.5159215785257114,Third Party insurance,Petrol,5,1197,2017,21.4,83.1,115,Red,Hyderabad,9,3,29
Sedan,120000,Manual,2,Ford,Ford Fiesta Classic,2011,1.4 Duratorq LXI,0.5158377565037454,Third Party insurance,Diesel,5,1399,2011,19.68,67.0,160,Others,Hyderabad,8,3,27
Sedan,78866,Automatic,1,Jaguar,Jaguar XE,2017,2.0L Diesel Prestige,0.51659431630086,Third Party insurance,Diesel,5,1999,2017,13.6,177.0,430,Blue,Hyderabad,9,2,26
Sedan,120000,Automatic,2,Volkswagen,Volkswagen Jetta,2014,2.0L TDI Highline AT,0.5159578453604303,Third Party insurance,Diesel,5,1968,2014,16.96,138.03,320,Gray,Hyderabad,9,3,31
SUV,58000,Manual,1,Mahindra,Mahindra XUV500,2018,W9 BSIV,0.5161607955282277,Third Party insurance,Diesel,7,2179,2018,15.1,152.87,360,Maroon,Hyderabad,9,3,27
Hatchback,90000,Manual,1,Maruti,Maruti Wagon R,2012,LXI,0.5158521671665476,Third Party insurance,Petrol,5,998,2012,21.79,67.05,90,Grey,Hyderabad,8,3,25
Hatchback,59000,Manual,1,Maruti,Maruti Baleno,2017,RS,0.5159398320319275,Zero Dep,Petrol,5,998,2017,21.1,100.0,150,Blue,Hyderabad,9,3,27
Sedan,66000,Automatic,1,Jaguar,Jaguar XJ,2013,3.0L,0.5166183340721968,Third Party insurance,Diesel,4,2993,2013,10.5,271.2,600,White,Hyderabad,9,3,27
SUV,100000,Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,2011,ML 350 4Matic,0.5160659253314466,Third Party insurance,Diesel,5,2987,2011,0.0,0.0,510,Others,Hyderabad,9,3,28
Hatchback,99003,Manual,1,Maruti,Maruti S-Presso,2019,VXI Opt 2019-2022,0.515871861739044,Comprehensive,Petrol,5,998,2019,21.7,67.05,90,Red,Hyderabad,9,3,20
Hatchback,76003,Manual,1,Maruti,Maruti S-Presso,2019,VXI Opt 2019-2022,0.5158740233384642,Third Party insurance,Petrol,5,998,2019,21.7,67.05,90,Silver,Hyderabad,9,3,20
SUV,70000,Automatic,1,Audi,Audi Q5,2017,30 TDI quattro Premium,0.5167864584715557,Third Party insurance,Diesel,5,1968,2017,14.16,174.3,380,Others,Hyderabad,9,3,29
Hatchback,101863,Manual,3,Maruti,Maruti Baleno,2017,1.2 Zeta,0.5159172553268708,Third Party insurance,Petrol,5,1197,2017,21.4,83.1,115,Silver,Hyderabad,9,3,29
Sedan,107344,Automatic,1,Volkswagen,Volkswagen Vento,2018,1.5 TDI Highline AT,0.5159960336168561,Comprehensive,Diesel,5,1498,2018,22.15,108.6,250,White,Hyderabad,9,3,31
SUV,100000,Automatic,3,Mercedes-Benz,Mercedes-Benz M-Class,2011,ML 350 4Matic,0.5163541385874902,Third Party insurance,Diesel,5,2987,2011,0.0,0.0,510,Others,Hyderabad,9,3,28
Hatchback,56129,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 Kappa Asta,0.5159081285737628,Third Party insurance,Petrol,5,1197,2018,18.9,81.86,0,Red,Hyderabad,9,3,28
MUV,70599,Manual,1,Maruti,Maruti Ertiga,2019,SHVS ZDI Plus,0.5160419075601097,Comprehensive,Diesel,7,1248,2019,24.52,88.5,200,Red,Hyderabad,9,3,30
Sedan,97208,Automatic,1,Honda,Honda Amaze,2018,V CVT Diesel BSIV,0.5159561641164366,Comprehensive,Diesel,5,1498,2018,23.8,78.9,160,White,Hyderabad,9,3,24
Sedan,53509,Manual,2,Skoda,Skoda Rapid,2020,1.0 TSI Style,0.5160171692556326,Third Party,Petrol,5,999,2020,18.97,108.62,0,Red,Hyderabad,9,3,26
SUV,52000,Manual,1,Jeep,Jeep Compass,2017,2.0 Sport,0.5161617562390811,Third Party insurance,Diesel,5,1956,2017,17.1,170.0,350,White,Hyderabad,9,2,22
Hatchback,97621,Manual,1,Hyundai,Hyundai i20,2021,Sportz BSVI,0.5159724962009459,Third Party insurance,Petrol,5,1197,2021,21.0,81.8,114,White,Hyderabad,9,2,18
Hatchback,113000,Manual,1,Hyundai,Hyundai i10,2009,Era 1.1,0.5158377565037454,Third Party insurance,Petrol,5,1086,2009,19.81,68.05,99,Red,Hyderabad,8,3,26
MUV,152000,Manual,1,Toyota,Toyota Innova,2008,2.5 G4 Diesel 8-seater,0.5159338275890933,Third Party insurance,Diesel,8,2494,2008,12.8,102.0,20,Red,Hyderabad,9,3,27
SUV,78000,Manual,1,Maruti,Maruti SX4 S Cross,2018,Zeta DDiS 200 SH,0.5160118853459384,Third Party insurance,Diesel,5,1248,2018,25.1,88.5,200,White,Hyderabad,9,3,28
Sedan,93000,Automatic,1,Audi,Audi A4,2011,2.0 TDI,0.5160656851537333,Third Party insurance,Diesel,5,1968,2011,16.55,147.51,320,White,Hyderabad,9,3,29
Sedan,48000,Manual,1,Mercedes-Benz,Mercedes-Benz S-Class,2001,320 L,0.5160176496110593,Third Party insurance,Petrol,5,2987,0,13.0,210.0,50,Silver,Hyderabad,9,3,31
MUV,55000,Manual,1,Chevrolet,Chevrolet Enjoy,2013,TCDi LTZ 7 Seater,0.5159038053749221,Third Party insurance,Diesel,7,1248,2013,18.2,73.8,172,CBeige,Hyderabad,9,2,25
Sedan,131852,Manual,1,Maruti,Maruti Swift Dzire,2012,VDi,0.5158785867150183,Third Party insurance,Diesel,5,1248,2012,19.3,73.9,190,White,Hyderabad,9,3,28
Hatchback,20000,Manual,1,Maruti,Maruti Swift,2021,VXI,0.5159218187034248,Third Party insurance,Petrol,5,1197,2021,21.21,81.8,113,Others,Hyderabad,9,3,27
SUV,44416,Manual,1,Renault,Renault Duster,2019,110PS Diesel RxZ,0.5160169290779192,Third Party insurance,Diesel,5,1461,2019,19.6,108.45,245,Blue,Hyderabad,9,3,29
Hatchback,69408,Manual,3,Honda,Honda Brio,2012,S MT,0.515852407344261,Comprehensive,Petrol,5,1198,2012,19.4,86.8,109,Red,Hyderabad,9,3,24
SUV,10000,Manual,1,Volkswagen,Volkswagen Taigun,2022,1.0 TSI Topline BSVI,0.5161860141881315,Third Party insurance,Petrol,5,999,2022,20.08,113.98,178,Black,Hyderabad,9,3,24
Hatchback,78911,Manual,2,Maruti,Maruti Baleno,2016,1.2 Zeta,0.5159150937274505,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,Blue,Hyderabad,9,3,29
Hatchback,85298,Manual,1,Datsun,Datsun GO,2017,T,0.5158514466334075,Zero Dep,Petrol,5,1198,2017,19.02,67.05,104,Red,Hyderabad,9,3,26
Sedan,60529,Manual,1,Honda,Honda City,2014,i VTEC S,0.5158867527572728,Third Party,Petrol,5,1497,2014,17.4,117.3,145,White,Hyderabad,9,3,28
Sedan,115276,Manual,2,Skoda,Skoda Rapid,2017,1.5 TDI Style BSIV,0.5159638498032645,Comprehensive,Diesel,5,1498,2017,21.13,108.6,250,Silver,Hyderabad,9,3,27
SUV,60000,Automatic,1,Maruti,Maruti Vitara Brezza,2019,VDi AMT,0.5159818631317672,Third Party insurance,Diesel,5,1248,2019,24.3,88.5,200,Others,Hyderabad,9,3,26
SUV,30241,Manual,1,Renault,Renault Duster,2020,RXE,0.5159955532614293,Third Party insurance,Petrol,5,1498,2020,16.42,104.55,142,White,Hyderabad,8,3,25
Hatchback,24197,Manual,1,Hyundai,Hyundai Santro,2019,Sportz BSIV,0.5158999625315082,Comprehensive,Petrol,5,1086,2019,20.3,68.0,99,Others,Hyderabad,9,2,24
SUV,20000,Automatic,1,Mercedes-Benz,Mercedes-Benz GLA,2022,200 BSVI,0.5169305650995775,Third Party insurance,Petrol,5,1332,2022,0.0,160.92,250,Others,Hyderabad,9,1,23
Hatchback,44981,Manual,1,Hyundai,Hyundai i20 N Line,2021,N6 iMT Dual Tone BSVI,0.5160034791259706,Third Party,Petrol,5,998,2021,20.0,118.41,172,White,Hyderabad,9,2,19
Hatchback,85497,Manual,2,Nissan,Nissan Micra,2011,Diesel XV Premium,0.5158322324163379,Comprehensive,Diesel,5,1461,2011,23.08,63.1,160,Maroon,Hyderabad,9,3,28
SUV,20000,Automatic,1,Audi,Audi Q5,2022,Technology BSVI,0.517266813898295,Third Party insurance,Petrol,5,1984,2022,13.47,245.59,370,Others,Hyderabad,8,2,17
Hatchback,30000,Manual,1,Maruti,Maruti Baleno,2019,1.2 Delta,0.5159338275890933,Third Party insurance,Petrol,5,1197,2019,21.4,83.1,115,Others,Hyderabad,9,3,27
Hatchback,80000,Manual,1,Maruti,Maruti Swift,2017,DDiS VDI,0.5159170151491574,Third Party insurance,Diesel,5,1248,2017,28.4,74.0,190,Grey,Hyderabad,9,3,22
Hatchback,41000,Automatic,1,Honda,Honda Brio,2017,1.2 VX AT,0.515920617814858,Third Party insurance,Petrol,5,1198,2017,16.5,86.8,109,White,Hyderabad,9,3,28
SUV,73000,Automatic,1,Hyundai,Hyundai Creta,2017,1.6 CRDi AT SX Plus,0.5160419075601097,Third Party insurance,Diesel,5,1582,2017,17.01,126.2,259,Black,Hyderabad,9,3,26
Sedan,40000,Manual,1,Maruti,Maruti Swift Dzire,2022,VXI BSVI,0.5159626489146977,Third Party insurance,Petrol,5,1197,2022,22.41,88.5,113,Others,Hyderabad,9,3,18
Hatchback,27000,Manual,1,Maruti,Maruti Swift,2018,ZXI 2018,0.515944635586195,Comprehensive,Petrol,5,1197,2018,22.0,81.8,113,Red,Hyderabad,9,3,26
Hatchback,57380,Manual,3,Tata,Tata Tiago,2018,1.2 Revotron XZ,0.5158968402212344,Comprehensive,Petrol,5,1199,2018,23.84,84.0,114,Silver,Hyderabad,9,3,30
Sedan,81334,Automatic,1,Hyundai,Hyundai Elantra,2018,1.6 SX Option AT,0.5160805761719621,Third Party,Diesel,5,1582,2018,18.23,126.2,259,Silver,Hyderabad,9,2,29
Sedan,70000,Manual,1,Maruti,Maruti Swift Dzire,2022,VXI CNG BSVI,0.5159878675746015,Third Party insurance,CNG,5,1197,2022,31.12,76.43,98,Others,Hyderabad,9,3,17
SUV,32483,Manual,1,Tata,Tata Nexon,2021,XM Diesel,0.5160005967532324,Third Party insurance,Diesel,5,1497,2021,23.22,113.42,260,Red,Hyderabad,9,3,18
SUV,71220,Manual,2,Maruti,Maruti Vitara Brezza,2016,ZDi,0.5159708147167745,Third Party insurance,Diesel,5,1248,2016,24.3,88.5,200,Blue,Hyderabad,9,3,28
SUV,17459,Manual,1,Kia,Kia Sonet,2021,HTX Turbo iMT BSVI,0.5160419075601097,Not Available,Petrol,5,998,2021,18.2,118.36,172,Black,Hyderabad,9,2,22
SUV,6517,Manual,1,Maruti,Maruti Brezza,2023,Zxi,0.5160839386599494,Comprehensive,Petrol,5,1462,2023,17.38,101.65,136,White,Hyderabad,9,2,19
SUV,70427,Manual,1,Hyundai,Hyundai Creta,2018,1.4 E Plus CRDi,0.5160058809031042,Comprehensive,Diesel,5,1396,2018,22.1,88.7,219,Black,Hyderabad,8,3,23
Hatchback,52306,Automatic,1,Maruti,Maruti Alto K10,2018,VXI AGS Optional,0.5158737831607508,Comprehensive,Petrol,5,998,2018,23.95,67.1,90,Grey,Hyderabad,9,3,27
Sedan,111670,Automatic,1,Volkswagen,Volkswagen Vento,2015,1.5 TDI Highline AT,0.5159098098177564,Comprehensive,Diesel,5,1498,2015,21.21,103.2,250,White,Hyderabad,9,3,30
Hatchback,40000,Manual,1,Maruti,Maruti Wagon R,2019,VXI,0.5158917964892537,Third Party insurance,Petrol,5,998,2019,21.79,67.05,90,Others,Hyderabad,9,3,25
Hatchback,67000,Manual,1,Hyundai,Hyundai i20 Active,2017,1.4 SX,0.5159506400290291,Third Party insurance,Diesel,5,1396,2017,21.19,88.73,220,Silver,Hyderabad,9,3,26
Sedan,77000,Automatic,1,BMW,BMW 5 Series,2018,520d Luxury Line,0.5167504318145502,Third Party insurance,Diesel,5,1995,2018,20.37,187.74,400,Blue,Hyderabad,9,3,27
SUV,71000,Automatic,1,BMW,BMW X5,2016,xDrive 30d Design Pure Experience 5 Seater,0.5167084007147105,Third Party insurance,Diesel,5,2993,2016,15.97,258.0,560,Black,Hyderabad,9,3,28
Sedan,88471,Manual,3,Honda,Honda City,2012,E,0.5158778661818781,Third Party,Petrol,5,1497,2012,16.8,116.3,146,Silver,Hyderabad,9,3,25
Hatchback,88479,Manual,1,Hyundai,Hyundai Grand i10,2018,1.2 CRDi Sportz,0.5159054866189157,Third Party,Diesel,5,1186,2018,24.0,73.97,0,Silver,Hyderabad,9,3,26
MUV,39000,Manual,1,Maruti,Maruti XL6,2020,Zeta,0.5160539164457781,Third Party insurance,Petrol,6,1462,2020,19.01,103.2,0,Blue,Hyderabad,9,3,26
Sedan,50003,Automatic,1,Volkswagen,Volkswagen Vento,2018,1.5 TDI Highline AT,0.516004439836824,Comprehensive,Diesel,5,1498,2018,22.15,108.6,250,Blue,Hyderabad,9,3,31
Hatchback,82163,Manual,1,Hyundai,Hyundai Grand i10,2017,1.2 Kappa Sportz BSIV,0.5158980411098012,Comprehensive,Petrol,5,1197,2017,18.9,81.86,0,Others,Hyderabad,9,3,26
Hatchback,40000,Manual,1,Maruti,Maruti Baleno,2022,Zeta BSVI,0.5159818631317672,Third Party insurance,Petrol,5,1197,2022,22.35,88.5,113,White,Hyderabad,9,3,20
Hatchback,108560,Manual,1,Maruti,Maruti Swift,2016,VXI,0.5158910759561135,Third Party insurance,Petrol,5,1197,2016,22.38,88.5,113,Others,Hyderabad,9,3,20
SUV,70000,Manual,1,Mahindra,Mahindra XUV500,2014,W8 FWD,0.5159842649089009,Third Party insurance,Diesel,7,2179,2014,15.1,140.0,330,Black,Hyderabad,9,3,26
Hatchback,28292,Manual,1,Datsun,Datsun RediGO,2021,1.0 T Option,0.5158903554229733,Third Party,Petrol,5,999,2021,21.7,67.05,0,Brown,Hyderabad,9,3,22
Hatchback,117467,Manual,1,Maruti,Maruti Alto 800,2017,LXI Optional,0.5158471234345668,Comprehensive,Petrol,5,796,2017,24.7,47.3,69,Silver,Hyderabad,8,3,27
Hatchback,65000,Manual,1,Maruti,Maruti Baleno,2019,1.2 Zeta,0.515943434697628,Third Party insurance,Petrol,5,1197,2019,21.4,83.1,115,Maroon,Hyderabad,9,3,29
Hatchback,60541,Manual,1,Hyundai,Hyundai i10,2012,Sportz,0.5158548091213947,Third Party,Petrol,5,1197,2012,20.36,78.9,111,Red,Hyderabad,9,2,27
SUV,60000,Manual,1,Ford,Ford Ecosport,2015,1.0 Ecoboost Titanium,0.5159158142605906,Third Party insurance,Petrol,5,999,2015,18.88,123.37,170,Silver,Hyderabad,9,3,31
Sedan,76355,Manual,1,Honda,Honda City,2019,i-VTEC V,0.515991470240302,Third Party insurance,Petrol,5,1497,2019,17.4,117.6,145,White,Hyderabad,9,3,31
Hatchback,60000,Automatic,1,Maruti,Maruti S-Presso,2021,VXI AT 2019-2022,0.5159038053749221,Third Party insurance,Petrol,5,998,2021,21.7,67.05,90,Others,Hyderabad,9,3,20
SUV,50000,Manual,1,Nissan,Nissan Terrano,2019,XL D Option,0.5159938720174357,Third Party insurance,Diesel,5,1461,2019,19.87,83.14,200,Others,Hyderabad,9,3,29
SUV,96000,Manual,1,MG,MG Hector,2019,Sharp Diesel MT,0.5161740053024629,Third Party insurance,Diesel,5,1956,2019,17.41,167.68,350,Silver,Hyderabad,9,1,20
SUV,63000,Manual,1,Mahindra,Mahindra XUV300,2020,W8 Option Diesel BSIV,0.516046711114377,Third Party insurance,Diesel,5,1497,2020,20.0,115.0,300,Red,Hyderabad,9,3,24
Hatchback,40000,Manual,1,Hyundai,Hyundai Grand i10 Nios,2020,Sportz,0.5159215785257114,Third Party insurance,Petrol,5,1197,2020,20.7,81.86,0,Blue,Hyderabad,9,2,19
SUV,30000,Manual,1,Hyundai,Hyundai Venue,2021,SX Sport iMT,0.5160226931028624,Third Party insurance,Petrol,5,998,2021,18.0,118.35,171,Others,Hyderabad,9,2,21
Sedan,101543,Manual,1,Maruti,Maruti Swift Dzire,2014,VXI,0.5158841108024258,Comprehensive,Petrol,5,1197,2014,22.41,88.5,113,Silver,Hyderabad,9,3,18
Hatchback,66424,Manual,1,Maruti,Maruti Baleno,2016,1.2 Alpha,0.515932386522813,Comprehensive,Petrol,5,1197,2016,21.4,83.1,115,Blue,Hyderabad,9,3,29
SUV,120000,Manual,1,Maruti,Maruti SX4 S Cross,2020,Zeta,0.5159578453604303,Third Party insurance,Petrol,5,1462,2020,18.55,103.25,138,Others,Hyderabad,9,2,23
Hatchback,33433,Manual,1,Tata,Tata Tiago,2018,1.2 Revotron XZ,0.5159023643086419,Third Party insurance,Petrol,5,1199,2018,23.84,84.0,114,Orange,Hyderabad,9,3,30
Hatchback,72169,Manual,1,Hyundai,Hyundai i20,2016,Asta Option 1.4 CRDi,0.515944635586195,Third Party insurance,Diesel,5,1396,2016,22.54,88.73,219,Red,Hyderabad,9,3,28
Sedan,48175,Automatic,1,Honda,Honda City,2018,i-VTEC CVT VX,0.5160133264122186,Third Party,Petrol,5,1497,2018,18.0,117.6,145,Brown,Hyderabad,9,3,31
